#데이터시트 카테고리------------------  #question type: 문형의 종류  #script: LC의 경우에는 오디오파일, RC의 경우에는 읽어야 할 지문을 의미함 #question: 질문에 해당하는 부분으로 문장이나 이미지, 빈칸이 들어 갈 수 있음  #audio: question의 오디오 파일 #answer type: 제시되는 보기의 종류로 text 또는 image  #answer count: 보기의 개수로 3개 또는 4개가 가능하다  #option1,2,3,4: 보기를 의미하고 랜덤으로 출력된다  #answer: 보기 중 답에 해당하는 보기를 써넣음. 이곳과 일치하는 보기를 정답 처리  #Question Type 설명------------------  #lcallinone: listening의 all in one 유형으로 좌측에서는 지문을 오디오로, 우측에서는 문제를 보여주는 유형  #rcallinone: reading의 all in one 유형으로 좌측에서는 지문을 텍스트로, 우측에서는 문제를 보여주는 유형  #listeningonly:listning divided 유형에서 지문을 오디오로 출력하기만 하는 부분으로 스토리가 음성으로 제시되고 페이지 버튼을 넘겨서 문제로 넘어가도록 한다.  #readingonly: reading divided 유형에서 읽기만 하는 부분으로 지문이 텍스트로 제시되고 아이들이 글을 스스로 읽은 뒤 페이지 버튼을 넘겨서 문제로 넘어가도록 한다.  #multiplechoices: diviided 유형에서 사용할 수 있는 선다형 문제유형  #fiiintheblank: diviided 유형에서 사용할 수 있는 문제로 문장의 빈칸을 채워넣는 문제유형  #ordering: diviided 유형에서 사용할 수 있는 문제로 주어진 문장의 순서를 배열하는 문제유형													
#LanguageTag	Level	WorkSheet	Problem	QuestionType	Script	Question	Audio	AnswerType	Option1	Option2	Option3	Option4	Answer
ms-MY	26	1	2	readingonly	Ali suka berlari. Dia berlari ke pasar. Dia berlari pantas. Dia tersepak batu dan jatuh. Lutut Ali sakit. Selepas itu, Ali berjalan ke pasar. Dia lebih berhati-hati.								
ms-MY	26	1	3	multiplechoices		Ali berlari ke mana?	ms_my_rc_26_1_p3_q.m4a	text	Pasar	Sekolah	Hospital		Pasar
ms-MY	26	1	4	multiplechoices		Kenapa Ali jatuh?	ms_my_rc_26_1_p4_q.m4a	text	Dia tersepak batu	Cuaca panas	Dia letih		Dia tersepak batu
ms-MY	26	1	5	ordering		Susun urutan	ms_my_rc_26_1_p5_q.m4a	text	Ali berlari ke pasar.	Dia jatuh.	Lututnya sakit.		Urutan betul
ms-MY	26	2	1	title	Cerita 2								
ms-MY	26	2	2	readingonly	Ini cacing dan ini burung. Cacing tinggal di dalam tanah. Burung tinggal di atas pokok. Cacing suka hujan. Burung suka matahari. Cacing dan burung suka bermain bersama.								
ms-MY	26	2	3	fillintheblank		Cacing dan burung suka [bermain] bersama.	ms_my_rc_26_2_p3_q.m4a	text	bergaduh	makan			bermain
ms-MY	26	2	4	multiplechoices		Burung suka apa?	ms_my_rc_26_2_p4_q.m4a	text	Hujan	Matahari	Bulan		Matahari
ms-MY	26	2	5	multiplechoices		Cacing suka apa?	ms_my_rc_26_2_p5_q.m4a	text	Hujan	Matahari	Salji		Hujan
ms-MY	27	1	1	title	Cerita 1								
ms-MY	27	1	2	lcallinone	ms_my_lc_3_3_story.m4a	Ali tinggal di mana?	ms_my_lc_3_3_q1.m4a	text	Gunung	Tepi laut	Jalan raya		Tepi laut
ms-MY	27	1	3	lcallinone	ms_my_lc_3_3_story.m4a	Ali dan ayah buat apa setiap pagi?	ms_my_lc_3_3_q2.m4a	text	Tanam sayur	Buka kedai	Tangkap ikan		Tangkap ikan
ms-MY	27	1	4	lcallinone	ms_my_lc_3_3_story.m4a	Mereka jual ikan di mana?	ms_my_lc_3_3_q3.m4a	text	Sekolah	Pasar	Rumah		Pasar
ms-MY	27	1	5	title	Cerita 2								
ms-MY	27	1	6	listeningonly	ms_my_lc_3_4_story.m4a								
ms-MY	27	1	7	fillintheblank		[Arnab] haiwan kecil.	ms_my_lc_3_4_q1.m4a	text	Kerbau	Gajah			Arnab
ms-MY	27	1	8	fillintheblank		Arnab ada yang besar seperti [kelapa].	ms_my_lc_3_4_q2.m4a	text	kasut	buku			kelapa
ms-MY	27	1	9	multiplechoices		Arnab pandai buat apa?	ms_my_lc_3_4_q3.m4a	text	Terbang	Berenang	Melompat		Melompat
ms-MY	28	1	1	title	Cerita 1								
ms-MY	28	1	2	listeningonly	ms_my_lc_3_7_story.m4a								
ms-MY	28	1	3	multiplechoices		Devi ada berapa orang adik?	ms_my_lc_3_7_q1.m4a	text	Dua orang	Seorang	Tiada		Dua orang
ms-MY	28	1	4	fillintheblank		Devi anak [sulung].	ms_my_lc_3_7_q2.m4a	text	bongsu	tengah			sulung
ms-MY	28	1	5	fillintheblank		Devi suka bermain dengan siapa?	ms_my_lc_3_7_q3.m4a	text	Abangnya	Adik-adiknya	Kakaknya		Adik-adiknya
ms-MY	28	1	6	title	Cerita 2								
ms-MY	28	1	7	listeningonly	ms_my_lc_3_11_story.m4a								
ms-MY	28	1	8	fillintheblank		Pokok ada [batang] yang kuat.	ms_my_lc_3_11_q1.m4a	text	daun	buah			batang
ms-MY	28	1	9	multiplechoices		Batang pokok warna apa?	ms_my_lc_3_11_q2.m4a	text	Coklat	Biru	Oren		Coklat
ms-MY	28	1	10	multiplechoices		Daun warna apa?	ms_my_lc_3_11_q3.m4a	text	Putih	Ungu	Hijau		Hijau
ms-MY	29	1	1	title	Cerita 1								
ms-MY	29	1	2	listeningonly	ms_my_lc_3_1_story.m4a								
ms-MY	29	1	3	fillintheblank		Aini seorang [jururawat].	ms_my_lc_3_1_q1.m4a	text	guru	nelayan			jururawat
ms-MY	29	1	4	multiplechoices		Aini beri apa kepada orang sakit?	ms_my_lc_3_1_q2.m4a	text	Buku	Gula-gula	Ubat		Ubat
ms-MY	29	1	5	fillintheblank		Aini jaga orang [sakit].	ms_my_lc_3_1_q3.m4a	text	muda	tua			sakit
ms-MY	29	1	6	title	Cerita 2								
ms-MY	29	1	7	listeningonly	ms_my_lc_3_2_story.m4a								
ms-MY	29	1	8	multiplechoices		Hao suka apa?	ms_my_lc_3_2_q1.m4a	text	Gunung	Laut	Jalan raya		Laut
ms-MY	29	1	9	multiplechoices		Hao mahu naik apa?	ms_my_lc_3_2_q2.m4a	text	Bot	Kereta	Lori		Bot
ms-MY	29	1	10	fillintheblank		Hao mahu [berlayar] di laut.	ms_my_lc_3_2_q3.m4a	text	berlari	terbang			berlayar
ms-MY	30	1	1	title	Cerita 1								
ms-MY	30	1	2	listeningonly	ms_my_lc_3_5_story.m4a								
ms-MY	30	1	3	multiplechoices		Gajah tinggal di mana?	ms_my_lc_3_5_q1.m4a	text	Hutan	Laut	Langit		Hutan
ms-MY	30	1	4	fillintheblank		Gajah guna apa untuk ambil makanan?	ms_my_lc_3_5_q2.m4a	text	telinga	belalai	tangan		belalai
ms-MY	30	1	5	fillintheblank		Gajah makan rumput, daun dan [tumbuhan].	ms_my_lc_3_5_q3.m4a	text	haiwan	ikan			tumbuhan
ms-MY	30	1	6	title	Cerita 2								
ms-MY	30	1	7	listeningonly	ms_my_lc_3_8_story.m4a								
ms-MY	30	1	8	fillintheblank		Aini suka lukis [bentuk].	ms_my_lc_3_8_q1.m4a	text	kartun	nombor			bentuk
ms-MY	30	1	9	multiplechoices		Rumah bentuk apa?	ms_my_lc_3_8_q2.m4a	text	Segi empat	Bulatan	Segi tiga		Segi empat
ms-MY	30	1	10	multiplechoices		Matahari bentuk apa?	ms_my_lc_3_8_q3.m4a	text	Bulatan	Segi empat	Segi tiga		Bulatan
ms-MY	31	1	1	title	Cerita 1								
ms-MY	31	1	2	listeningonly	ms_my_lc_3_6_story.m4a								
ms-MY	31	1	3	multiplechoices		Mei suka tengok apa?	ms_my_lc_3_6_q1.m4a	text	Bulan	Matahari	Bintang		Bintang
ms-MY	31	1	4	fillintheblank		Mei cuba buat apa?	ms_my_lc_3_6_q2.m4a	text	Lukis bintang	Kira bintang	Baca buku		Kira bintang
ms-MY	31	1	5	multiplechoices		Kenapa Mei tidak dapat kira semua bintang?	ms_my_lc_3_6_q3.m4a	text	Bintang terlalu banyak	Dia tidak pandai kira	Bintang bergerak laju		Bintang terlalu banyak
ms-MY	31	1	6	title	Cerita 2								
ms-MY	31	1	7	listeningonly	ms_my_lc_3_10_story.m4a								
ms-MY	31	1	8	fillintheblank		Buah pisang tumbuh dalam [tandan].	ms_my_lc_3_10_q1.m4a	text	gugus	jambak			tandan
ms-MY	31	1	9	fillintheblank		Pisang masak warna apa?	ms_my_lc_3_10_q2.m4a	text	Biru	Ungu	Kuning		Kuning
ms-MY	31	1	10	fillintheblank		Pisang kuning manis dan [sedap].	ms_my_lc_3_10_q3.m4a	text	pahit	pedas			sedap
ms-MY	32	1	1	title	Cerita 1								
ms-MY	32	1	2	listeningonly	ms_my_lc_3_9_story.m4a								
ms-MY	32	1	3	multiplechoices		Ali berlari ke mana?	ms_my_lc_3_9_q1.m4a	text	Klinik	Sungai	Pasar		Pasar
ms-MY	32	1	4	multiplechoices		Apa berlaku pada Ali?	ms_my_lc_3_9_q2.m4a	text	Dia tersepak batu dan jatuh	Dia terbang	Dia berlari seorang diri		Dia tersepak batu dan jatuh
ms-MY	32	1	5	fillintheblank		[Lutut] Ali sakit.	ms_my_lc_3_9_q3.m4a	text	Siku	Kepala			Lutut
ms-MY	32	1	6	title	Cerita 2								
ms-MY	32	1	7	listeningonly	ms_my_lc_3_12_story.m4a								
ms-MY	32	1	8	fillintheblank		Cacing suka tanah dan [hujan].	ms_my_lc_3_12_q1.m4a	text	matahari	rumput			hujan
ms-MY	32	1	9	fillintheblank		Belalang suka rumput dan [matahari].	ms_my_lc_3_12_q2.m4a	text	tanah	hujan			matahari
ms-MY	32	1	10	multiplechoices		Cacing dan belalang suka buat apa?	ms_my_lc_3_12_q3.m4a	text	Bermain	Menangis	Tidur		Bermain
ms-MY	33	1	1	title	Cerita 1								
ms-MY	33	1	2	readingonly	Kumar ada seorang abang. Nama abang Kumar ialah Ravi. Ravi pergi ke bandar. Dia beli pensel baharu untuk Kumar. Pensel itu cantik. Warna pensel merah, biru dan hijau. Kumar suka menulis dengan pensel itu.								
ms-MY	33	1	3	multiplechoices		Ravi pergi ke mana?	ms_my_rc_33_1_p3_q.m4a	text	Bandar	Kampung	Ladang		Bandar
ms-MY	33	1	4	multiplechoices		Ravi beli apa untuk Kumar?	ms_my_rc_33_1_p4_q.m4a	text	Pensel	Baju	Buku		Pensel
ms-MY	33	1	5	ordering		Susun urutan	ms_my_rc_33_1_p5_q.m4a	text	Ravi pergi ke bandar.	Ravi beli pensel.	Kumar menulis dengan pensel itu.		Urutan betul
ms-MY	33	2	1	title	Cerita 2								
ms-MY	33	2	2	readingonly	Kelapa dan mangga ada banyak persamaan. Isi buah kelapa dan buah mangga rasa manis. Kedua-duanya tumbuh di atas pokok. Kelapa dan mangga juga ada perbezaan. Buah kelapa ada tempurung keras dan ada air di dalam. Buah mangga ada kulit lembut dan ada biji di dalam. Saya suka kedua-duanya tetapi saya lebih suka kelapa.								
ms-MY	33	2	3	fillintheblank		Kelapa dan mangga ada persamaan dan [perbezaan].	ms_my_rc_33_2_p3_q.m4a	text	tugas	contoh			perbezaan
ms-MY	33	2	4	multiplechoices		Petikan ini tentang apa?	ms_my_rc_33_2_p4_q.m4a	text	Kelapa dan mangga	Sayur	Haiwan		Kelapa dan mangga
ms-MY	33	2	5	multiplechoices		Buah kelapa dan buah mangga tumbuh di mana?	ms_my_rc_33_2_p5_q.m4a	text	Atas pokok	Di tanah	Di sungai		Atas pokok
ms-MY	34	1	1	title	Cerita 1								
ms-MY	34	1	2	readingonly	Devi suka berenang. Devi berenang di laut. Devi berenang di sungai. Devi berenang di tasik. Devi tidak suka berlari. Devi boleh berenang lama dan tidak rasa penat. Tetapi, Devi cepat penat bila berlari.								
ms-MY	34	1	3	fillintheblank		Devi tidak suka [berlari].	ms_my_rc_34_1_p3_q.m4a	text	berenang	terbang			berlari
ms-MY	34	1	4	multiplechoices		Devi suka buat apa?	ms_my_rc_34_1_p4_q.m4a	text	Berenang	Berjalan	Terbang		Berenang
ms-MY	34	1	5	multiplechoices		Devi berenang di mana?	ms_my_rc_34_1_p5_q.m4a	text	Laut, sungai dan tasik	Laut sahaja	Kolam		Laut, sungai dan tasik
ms-MY	34	2	1	title	Cerita 2								
ms-MY	34	2	2	readingonly	Ming dan Hao bantu guru bersih kelas. Mereka sapu lantai. Mereka susun kerusi dan meja. Kelas ada banyak habuk. Selepas itu, kelas sangat bersih. Guru puji mereka.								
ms-MY	34	2	3	multiplechoices		Ming dan Hao bantu siapa?	ms_my_rc_34_2_p3_q.m4a	text	Guru	Pakcik	Ibu		Guru
ms-MY	34	2	4	multiplechoices		Kena mereka bersihkan kelas?	ms_my_rc_34_2_p4_q.m4a	text	Kelas banjir	Kelas bersepah	Kelas ada banyak habuk		Kelas ada banyak habuk
ms-MY	34	2	5	ordering		Susun urutan	ms_my_rc_34_2_p5_q.m4a	text	Ming dan Hao sapu lantai	Mereka susun kerusi dan meja.	Kelas bersih.		Urutan betul
ms-MY	35	1	1	title	Cerita 1								
ms-MY	35	1	2	readingonly	Minyak masak di rumah Ravi habis. Bapa Ravi beri duit untuk beli minyak masak. Di kedai, Ravi nampak gula-gula. Dia mahu beli gula-gula tetapi duit tidak cukup. Ravi beli minyak masak. Ibu Ravi perlu minyak masak.								
ms-MY	35	1	3	multiplechoices		Ravi namapk apa di kedai?	ms_my_rc_35_1_p3_q.m4a	text	Roti	Gula-gula	Sayur		Gula-gula
ms-MY	35	1	4	multiplechoices		Ibu Ravi perlu apa?	ms_my_rc_35_1_p4_q.m4a	text	Minyak masak	Gula-gula	Roti		Minyak masak
ms-MY	35	1	5	ordering		Susun urutan	ms_my_rc_35_1_p5_q.m4a	text	Bapa Ravi beri duit.	Ravi pergi ke kedai.	Dia beli minyak masak.		Urutan betul
ms-MY	35	2	1	title	Cerita 2								
ms-MY	35	2	2	readingonly	Burung suka menyanyi. Burung menyanyi setiap hari. Burung menyanyi apabila jumpa cacing. Burung menyanyi di atas dahan. Pada waktu malam burung berhenti menyanyi dan tidur. Pada waktu pagi, burung bangun dan menyanyi lagi.								
ms-MY	35	2	3	multiplechoices		Burung suka buat apa?	ms_my_rc_35_2_p3_q.m4a	text	Menyanyi	Terbang	Menari		Menyanyi
ms-MY	35	2	4	multiplechoices		Burung menyanyi di mana?	ms_my_rc_35_2_p4_q.m4a	text	Tepi sungai	Atas dahan	Padang		Atas dahan
ms-MY	35	2	5	multiplechoices		Waktu bila burung berhenti menyanyi?	ms_my_rc_35_2_p5_q.m4a	text	Pagi	Petang	Malam		Malam
ms-MY	36	1	1	title	Cerita 1								
ms-MY	36	1	2	readingonly	Ali mahu beli basikal. Ali boleh naik basikal ke sekolah. Ali tidak ada duit untuk beli basikal. Ravi kawan baik Ali. Ravi beri basikal kepada Ali. Ali sangat gembira.								
ms-MY	36	1	3	multiplechoices		Ali mahu beli apa?	ms_my_rc_36_1_p3_q.m4a	text	Kereta	Basikal	Kerusi		Basikal
ms-MY	36	1	4	multiplechoices		Siapa beri basikal kepada Ali?	ms_my_rc_36_1_p4_q.m4a	text	Abu	Bapa	Ravi		Ravi
ms-MY	36	1	5	ordering		Susun urutan	ms_my_rc_36_1_p5_q.m4a	text	Ali mahu beli basikal.	Ali tidak ada duit.	Ravi beri basikal kepada Ali.		Urutan betul
ms-MY	36	2	1	title	Cerita 2								
ms-MY	36	2	2	readingonly	Cuaca hari ini panas. Aini bantu ibu jemur baju. Selapas itu, Aini pergi bermain. Tiba-tiba hujan turn dengan lebat. Aini lari balik ke rumah dan bantu ibu angkat baju.								
ms-MY	36	2	3	multiplechoices		Aini bantu ibu buat apa?	ms_my_rc_36_2_p3_q.m4a	text	Cuci baju	Jemur baju	Lipat baju		Jemur baju
ms-MY	36	2	4	multiplechoices		Kenapa Aini lari balik ke rumah?	ms_my_rc_36_2_p4_q.m4a	text	Bantu ibu angkat baju	Tidur	Makan		Bantu ibu angkat baju
ms-MY	36	2	5	ordering		Susun urutan	ms_my_rc_36_2_p5_q.m4a	text	Cuaca panas.	Aini pergi bermain.	Hujan turun.		Urutan betul
ms-MY	37	1	1	title	Cerita 1								
ms-MY	37	1	2	readingonly	Amir mahu melawat neneknya. Dia mahu memakai baju merah baharu. Dia mencari baju itu di bilik tetapi tidak jumpa. Dia nampak adiknya memakai baju itu. Amir senyum. Adiknya nampak kemas dengan baju merah itu.								
ms-MY	37	1	3	fillintheblank		Amir mahu [melawat] neneknya.	ms_my_rc_37_1_p3_q.m4a	text	menelefon	menonton			melawat
ms-MY	37	1	4	multiplechoices		Amir mahu pakai apa?	ms_my_rc_37_1_p4_q.m4a	text	Baju merah baharu	Topi	Baju lama		Baju merah baharu
ms-MY	37	1	5	multiplechoices		Kenapa Amir tidak dapat jumpa baju itu?	ms_my_rc_37_1_p5_q.m4a	text	Adik Amir memakai baju itu.	Amir lupa baju itu di mana.	Baju itu dicuci.		Adik Amir memakai baju itu.
ms-MY	37	2	1	title	Cerita 2								
ms-MY	37	2	2	readingonly	Lina pergi ke sekolah dengan kawan-kawan. Mereka suka baca buku bersama-sama. Kadang-kadang mereka bergurau dan bersukan. Mereka duduk bersama semasa waktu rehat. Selepas sekolah, mereka berjalan kaki balik ke rumah.								
ms-MY	37	2	3	fillintheblank		Lina pergi ke [sekolah].	ms_my_rc_37_2_p3_q.m4a	text	hospital	pasar			sekolah
ms-MY	37	2	4	multiplechoices		Mereka suka buat apa bersama-sama?	ms_my_rc_37_2_p4_q.m4a	text	Baca buku	Menyanyi	Mewarna		Baca buku
ms-MY	37	2	5	multiplechoices		Mereka pergi ke mana selepas sekolah?	ms_my_rc_37_2_p5_q.m4a	text	Kedai	Rumah	Klinik		Rumah
ms-MY	38	1	1	title	Cerita 1								
ms-MY	38	1	2	readingonly	Kavita ada seorang kakak. Kakak Kavita dua tahun lebih tua. Kakaknya ajar Kavita mengira, membaca, dan bersukan. Kavita ada banyak guru, tetapi Kavita paling suka kakaknya mengajar.								
ms-MY	38	1	3	multiplechoices		Kakak ajar Kavita apa?	ms_my_rc_38_1_p3_q.m4a	text	Mengira, membaca, dan bersukan.	Menyanyi dan menari	Memasak		Mengira, membaca, dan bersukan.
ms-MY	38	1	4	fillintheblank		Kakak Kavita dua tahun lebih [tua].	ms_my_rc_38_1_p4_q.m4a	text	muda	berat			tua
ms-MY	38	1	5	multiplechoices		Kavita paling suka siapa mengajarnya?	ms_my_rc_38_1_p5_q.m4a	text	Kakaknya	Guru	Ayah		Kakaknya
ms-MY	38	2	1	title	Cerita 2								
ms-MY	38	2	2	readingonly	Ming mahu bermain bola sepak. Dia tidak tahu bermain bola sepak. Kawan-kawan ajar Ming bermain bola sepak. Mereka ajar Ming sepak bola. Ming cuba dengan baik. Ming rasa seronok bermain bola sepak.								
ms-MY	38	2	3	multiplechoices		Ming mahu bermain apa?	ms_my_rc_38_2_p3_q.m4a	text	Bola sepak	Badminton	Bola keranjang		Bola sepak
ms-MY	38	2	4	multiplechoices		Siapa ajar Ming bermain bola sepak?	ms_my_rc_38_2_p4_q.m4a	text	Kawan-kawan	Guru	Kakak		Kawan-kawan
ms-MY	38	2	5	ordering		Susun urutan	ms_my_rc_38_2_p5_q.m4a	text	Ming mahu bermain bola sepak.	Kawan-kawan ajar Ming.	Ming rasa seronok.		Urutan betul
ms-MY	39	1	1	title	Cerita 1								
ms-MY	39	1	2	readingonly	Siti ada seekor kucing. Kucing itu hitam. Siti suka bermain dengan kucing itu. Pada suatu hari, Siti balik dari sekolah. Dia cari kucing itu tetapi tidak jumpa. Siti rasa sedih. Tidak lama kemudian, kucing itu balik. Siti beri susu kepadanya. Kucing itu tidur di riba Siti. Siti rasa gembira.								
ms-MY	39	1	3	fillintheblank		Siti ada kucing [hitam].	ms_my_rc_39_1_p3_q.m4a	text	putih	kuning			hitam
ms-MY	39	1	4	multiplechoices		Kenapa Siti sedih?	ms_my_rc_39_1_p4_q.m4a	text	Dia tidak jumpa kucingnya.	Bukunya hilang.	Dia lapar.		Dia tidak jumpa kucingnya.
ms-MY	39	1	5	multiplechoices		Di mana kucing Siti tidur?	ms_my_rc_39_1_p5_q.m4a	text	Riba Siti.	Atas meja.	Dalam kotak.		Riba Siti.
ms-MY	39	2	1	title	Cerita 2								
ms-MY	39	2	2	readingonly	Mei ada seorang adik lelaki. Adiknya suka makan. Dia suka ketawa. Adik Mei senyum apabila nampaknya. Mei selalu peluk adiknya. Mei sayang adiknya.								
ms-MY	39	2	3	fillintheblank		Mei ada seorang [adik] lelaki.	ms_my_rc_39_2_p3_q.m4a	text	abang	kakak			adik
ms-MY	39	2	4	multiplechoices		Adik Mei senyum apabila nampak siapa?	ms_my_rc_39_2_p4_q.m4a	text	Ibu	Mei	Abang		Mei
ms-MY	39	2	5	multiplechoices		Mei selalu peluk siapa?	ms_my_rc_39_2_p5_q.m4a	text	Adiknya	Ibunya	Bapanya		Adiknya
ms-MY	40	1	1	title	Cerita 1								
ms-MY	40	1	2	listeningonly	ms_my_lc_4_3_story.m4a								
ms-MY	40	1	3	multiplechoices		Where did Fogo go for a visit?	en_uk_lc_4_3_q1.m4a	text	To the city	To the beach	To the moon		To the city
ms-MY	40	1	4	multiplechoices		What did Fogo buy for his brother Kwasi?	en_uk_lc_4_3_q2.m4a	text	Some new pens	Some new books	Some new shoes		Some new pens
ms-MY	40	1	5	fillintheblank		The new [pens] were beautiful.	en_uk_lc_4_3_q3.m4a	text	books	shoes			
ms-MY	40	1	6	multiplechoices		What does Kwasi like to do with the pens?	en_uk_lc_4_3_q4.m4a	text	Write and draw pictures	Throw them	Clean them		Write and draw pictures
ms-MY	40	1	7	title	Cerita 2								
ms-MY	40	1	8	listeningonly	ms_my_lc_4_8_story.m4a								
ms-MY	40	1	9	fillintheblank		I like coconuts [more than] mangoes.	en_uk_lc_4_8_q1.m4a	text	less than	the same as			
ms-MY	40	1	10	multiplechoices		What kind of juice do coconuts have?	en_uk_lc_4_8_q2.m4a	text	Sweet or a little sour	Very sweet only	Bitter		Sweet or a little sour
ms-MY	40	1	11	multiplechoices		What type of coconut juice does she like the most?	en_uk_lc_4_8_q3.m4a	text	Sweet coconut juice	Spicy coconut juice	Salty coconut juice		Sweet coconut juice
ms-MY	40	1	12	multiplechoices		Why doesn’t she like mangos as much as coconuts?	en_uk_lc_4_8_q4.m4a	text	They do not have juice.	They are not sweet.	They are not sour.		They do not have juice.
ms-MY	41	1	1	title	Cerita 1								
ms-MY	41	1	2	listeningonly	ms_my_lc_4_9_story.m4a								
ms-MY	41	1	3	multiplechoices		What does she like to do?	en_uk_lc_4_9_q1.m4a	text	Swim	Fly	Draw		Swim
ms-MY	41	1	4	fillintheblank		I [never] get tired when I swim.	en_uk_lc_4_9_q2.m4a	text	always	sometimes			
ms-MY	41	1	5	fillintheblank		I feel very tired after I [run].	en_uk_lc_4_9_q3.m4a	text	swim	fly			
ms-MY	41	1	6	multiplechoices		What does she like to do more than run?	en_uk_lc_4_9_q4.m4a	text	Swim	Nothing	Draw		Swim
ms-MY	41	1	7	title	Cerita 2								
ms-MY	41	1	8	listeningonly	ms_my_lc_4_4_story.m4a								
ms-MY	41	1	9	multiplechoices		What are Ghipe and Haamid doing?	en_uk_lc_4_4_q1.m4a	text	Helping clean the classroom	Helping mark exams	Helping cook the food		Helping clean the classroom
ms-MY	41	1	10	multiplechoices		Why is the classroom very dusty?	en_uk_lc_4_4_q2.m4a	text	It was not used for many weeks.	There was a sandstorm.	Other kids brought in sand.		It was not used for many weeks.
ms-MY	41	1	11	multiplechoices		How does the teacher feel about their cleaning?	en_uk_lc_4_4_q3.m4a	text	She is pleased.	She is angry.	She is worried.		She is pleased.
ms-MY	41	1	12	multiplechoices		What did the teacher tell them after they were done?	en_uk_lc_4_4_q4.m4a	text	That they did a great job.	That they did a poor job.	That they can do better next time.		That they did a great job.
ms-MY	42	1	1	title	Cerita 1								
ms-MY	42	1	2	listeningonly	ms_my_lc_4_1_story.m4a								
ms-MY	42	1	3	multiplechoices		What did Paul and his family need?	en_uk_lc_4_1_q1.m4a	text	Soap	Rice	Meat		Soap
ms-MY	42	1	4	multiplechoices		Where did Paul go to buy the soap?	en_uk_lc_4_1_q2.m4a	text	The store	The hospital	The school		The store
ms-MY	42	1	5	multiplechoices		What did Paul also want to buy?	en_uk_lc_4_1_q3.m4a	text	Sweets	A chicken	A book		Sweets
ms-MY	42	1	6	multiplechoices		Why did Paul buy the soap instead of the sweets?	en_uk_lc_4_1_q4.m4a	text	His family needed the soap.	Paul does not like sweets.	Paul found some sweets.		His family needed the soap.
ms-MY	42	1	7	title	Cerita 2								
ms-MY	42	1	8	listeningonly	ms_my_lc_4_11_story.m4a								
ms-MY	42	1	9	multiplechoices		What does bird love to do?	en_uk_lc_4_11_q1.m4a	text	Sing	Dance	Fly		Sing
ms-MY	42	1	10	ordering			en_uk_lc_4_11_q2.m4a	text	She sings in the morning when she finds a worm.	She sings in the afternoon when she rests on a branch.	She sings in the evening when the sun begins to set.		
ms-MY	42	1	11	fillintheblank		Her [song] is beautiful.	en_uk_lc_4_11_q3.m4a	text	dance	feather			
ms-MY	42	1	12	multiplechoices		When does bird sing?	en_uk_lc_4_11_q4.m4a	text	All day, but not at night	All day and all night	All night		All day, but not at night
ms-MY	43	1	1	title	Cerita 1								
ms-MY	43	1	2	lcallinone	en_uk_lc_4_2_story.m4a	What did Tim want to buy?	en_uk_lc_4_2_q1.m4a	text	A donkey	A chicken	A pig		A donkey
ms-MY	43	1	3	lcallinone	en_uk_lc_4_2_story.m4a	Why did Tim want to buy a donkey?	en_uk_lc_4_2_q2.m4a	text	To help him carry water	To be his friend	To carry sand		To help him carry water
ms-MY	43	1	4	lcallinone	en_uk_lc_4_2_story.m4a	Why did Tim go see his neighbour?	en_uk_lc_4_2_q3.m4a	text	To ask for money	To eat together	To play a game		To ask for money
ms-MY	43	1	5	lcallinone	en_uk_lc_4_2_story.m4a	Who gave Tim a donkey?	en_uk_lc_4_2_q4.m4a	text	His friend, Sam	His neighbour	His teacher		His friend, Sam
ms-MY	43	1	6	title	Cerita 2								
ms-MY	43	1	7	listeningonly	ms_my_lc_4_6_story.m4a								
ms-MY	43	1	8	multiplechoices		What was Chega doing when it was sunny?	en_uk_lc_4_6_q1.m4a	text	Playing outside with his friends	Doing the washing	Sleeping		Playing outside with his friends
ms-MY	43	1	9	fillintheblank		The [rain] was heavy and very loud.	en_uk_lc_4_6_q2.m4a	text	snow	car			
ms-MY	43	1	10	multiplechoices		Why did Chega run home?	en_uk_lc_4_6_q3.m4a	text	To help his mom put the clothes away	To sleep	To eat		To help his mom put the clothes away
ms-MY	43	1	11	ordering			en_uk_lc_4_6_q4.m4a	text	First, it was very sunny.	Then, it began to rain.	So Chega rain home to put away the clothes.		
ms-MY	44	1	1	title	Cerita 1								
ms-MY	44	1	2	listeningonly	ms_my_lc_4_5_story.m4a								
ms-MY	44	1	3	multiplechoices		What did Ayubu want to wear?	en_uk_lc_4_5_q1.m4a	text	His favorite red shirt	His favorite blue pants	His favorite hat		His favorite red shirt
ms-MY	44	1	4	multiplechoices		Who was Ayubu going to visit?	en_uk_lc_4_5_q2.m4a	text	His grandmother	His doctor	His teacher		His grandmother
ms-MY	44	1	5	multiplechoices		What was the problem with Ayubu’s favorite red shirt?	en_uk_lc_4_5_q3.m4a	text	He could not find it.	It was ripped.	He did not buy it yet.		He could not find it.
ms-MY	44	1	6	multiplechoices		How did Ayubu feel when he saw his brother wearing his favorite red shirt?	en_uk_lc_4_5_q4.m4a	text	He was happy and smiled.	He was angry and yelled.	He was sad and cried.		He was happy and smiled.
ms-MY	44	1	7	title	Cerita 2								
ms-MY	44	1	8	listeningonly	ms_my_lc_4_10_story.m4a								
ms-MY	44	1	9	multiplechoices		Who does she go to school with?	en_uk_lc_4_10_q1.m4a	text	Her friends	Her family	No one		Her friends
