#languageTag	#level	#worksheet	#problemNo	#sequenceType	#voiceSource	#problemSentence	#exampleNumber1	#exampleNumber2	#exampleNumber3	#exampleNumber4	#exampleWord1	#exampleWord2	#exampleWord3	#exampleWord4	#rightFormula	#rightAnswer	#objectValueA	#objectValueB	#objectValueC	#objectValueD	#equationValueA	#equationValueB	#equationSign	#equationUnknown	#objectSourceA	#objectSourceB	#objectSourceC	#objectSourceD
ms-MY	7	1	3	2	en_uk_b1_10.m4a	Terdapat 9 layang -layang yang terbang di langit. Angin bertiup 3 layang -layang di bawah tanah. Berapa banyak layang -layang yang masih terbang di langit?	5	6	7	8	layang-layang	layang-layang	layang-layang	layang-layang	9 - 3 = <6>	2	9	3	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
ms-MY	7	1	4	2	en_uk_b1_06.m4a	Seorang petani berkumpul 16 biji telur. Dia menggunakan 4 biji telur untuk membuat sarapan. Berapa banyak telur yang dia tinggalkan?	11	12	13	14	telur	telur	telur	telur	16 - 4 = <12>	2	16	4	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
ms-MY	7	1	5	2	en_uk_b1_09.m4a	Terdapat 12 kucing di pagar. 1 kucing melompat dari pagar. Berapa banyak kucing yang tinggal di pagar?	11	12	13	14	cats	cats	cats	cats	12 - 1 = <11>	1	12	1	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
ms-MY	7	2	1	2	en_uk_b1_07.m4a	Latifah mempunyai 8 pensil. Dia kehilangan 7 daripada mereka. Berapa banyak pensil yang telah ditinggalkan oleh Latifah?	1	2	3	4	pencil	pensel	pensel	pensel	8 - 7 = <1>	1	8	7	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
ms-MY	7	2	2	2	en_uk_b1_10.m4a	Terdapat 9 layang -layang yang terbang di langit. Angin bertiup 3 layang -layang di bawah tanah. Berapa banyak layang -layang yang masih terbang di langit?	5	6	7	8	layang-layang	layang-layang	layang-layang	layang-layang	9 - 3 = <6>	2	9	3	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
ms-MY	7	2	3	2	en_uk_b1_02.m4a	Salmah mempunyai 7 biskut. Dia makan 2 daripadanya. Berapa banyak biskut yang dia tinggalkan?	3	4	5	6	biskut	biskut	biskut	biskut	7 - 2 = <5>	3	7	2	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
ms-MY	7	2	4	2	en_uk_b1_09.m4a	Terdapat 12 kucing di pagar. 1 kucing melompat dari pagar. Berapa banyak kucing yang tinggal di pagar?	11	12	13	14	cats	cats	cats	cats	12 - 1 = <11>	1	12	1	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
ms-MY	7	2	5	2	en_uk_b1_06.m4a	Seorang petani berkumpul 16 biji telur. Dia menggunakan 4 biji telur untuk membuat sarapan. Berapa banyak telur yang dia tinggalkan?	11	12	13	14	telur	telur	telur	telur	16 - 4 = <12>	2	16	4	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
ms-MY	8	1	1	5	en_uk_c1_03.m4a	Jen dan Johari mempunyai 5 orang anak. 2 daripadanya adalah anak lelaki. Berapa banyak anak perempuan yang mereka ada?	2	3	4	5	anak perempuan	anak perempuan	anak perempuan	anak perempuan	5 = 2 + <3>	2	2	3	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
ms-MY	8	1	2	5	en_uk_c1_06.m4a	Baiti mempunyai 7 baju di dalam almari beliau. 3 dari mereka berwarna biru dan selebihnya hijau. Berapa banyak baju hijau yang dia ada?	3	4	5	6	baju hijau	baju hijau	baju hijau	baju hijau	7 = 3 + <4>	2	3	4	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
ms-MY	8	1	3	5	en_uk_c1_01.m4a	Terdapat 9 kanak -kanak di dalam bilik darjah. 6 daripadanya adalah lelaki. Berapa banyak gadis di dalam kelas?	3	6	9	12	budak perempuan	budak perempuan	budak perempuan	budak perempuan	9 = 6 + <3>	1	6	3	0	0					wordwindow-stone-red.png	wordwindow-stone-yellow.png		
ms-MY	8	1	4	5	en_uk_c1_10.m4a	Hafizah dan Rafidah menarik 8 gambar bersama. Hafizah menarik 3 gambar. Berapa banyak gambar yang dilukis oleh Rafidah?	3	5	8	11	gambar	gambar	gambar	gambar	8 = 3 + <5>	2	3	5	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
ms-MY	8	1	5	5	en_uk_c1_07.m4a	Halimah dan abangnya memilih 6 mangga bersama. Halimah memilih 4 mangga. Berapa banyak mangga yang dipilih oleh abangnya?	2	4	6	8	mangga	mangga	mangga	mangga	6 = 4 + <2>	1	4	2	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
ms-MY	8	2	1	5	en_uk_c1_04.m4a	Noriza mempunyai 9 belon. 6 berwarna hijau dan selebihnya berwarna biru. Berapa banyak belon berwarna biru?	2	3	4	5	belon	belon	belon	belon	9 = 6 + <3>	2	6	3	0	0					wordwindow-stone-green.png	wordwindow-stone-blue.png		
ms-MY	8	2	2	5	en_uk_c1_07.m4a	Halimah dan abangnya memilih 6 mangga bersama. Halimah memilih 4 mangga. Berapa banyak mangga yang dipilih oleh abangnya?	2	4	6	8	mangga	mangga	mangga	mangga	6 = 4 + <2>	1	4	2	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
ms-MY	8	2	3	5	en_uk_c1_09.m4a	Kucing Muhammad mempunyai 9 anak kucing. 5 daripadanya putih dan selebihnya kelabu. Berapa banyak anak kucing kelabu yang dimiliki oleh kucing itu?	2	4	7	9	kittens	kittens	kittens	kittens	9 = 5 + <4>	2	5	4	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
ms-MY	8	2	4	5	en_uk_c1_02.m4a	Cik Johan mengarahkan 8 beg gula. 5 beg dihantar hari ini. Selebihnya akan dihantar esok. Berapa banyak beg gula yang akan dihantar esok?	2	3	5	8	bags	bags	bags	bags	8 = 5 + <3>	2	5	3	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
ms-MY	8	2	5	5	en_uk_c1_03.m4a	Jen dan Johari mempunyai 5 orang anak. 2 daripadanya adalah anak lelaki. Berapa banyak anak perempuan yang mereka ada?	2	3	4	5	anak perempuan	anak perempuan	anak perempuan	anak perempuan	5 = 2 + <3>	2	2	3	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
ms-MY	8	3	1	5	en_uk_c1_05.m4a	Terdapat 4 bola dalam kotak. 2 daripadanya adalah bola sepak dan selebihnya adalah bola keranjang. Berapa banyak bola keranjang?	2	4	6	8	basketballs	basketballs	basketballs	basketballs	4 = 2 + <2>	1	2	2	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
ms-MY	8	3	2	5	en_uk_c1_08.m4a	Anita mempunyai 5 buku. 3 dari mereka adalah buku sains dan selebihnya adalah buku cerita. Berapa banyak buku cerita?	2	3	4	5	storybooks	storybooks	storybooks	storybooks	5 = 3 + <2>	1	3	2	0	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png		
ms-MY	8	3	3	5	en_uk_c1_10.m4a	Hafizah dan Rafidah menarik 8 gambar bersama. Hafizah menarik 3 gambar. Berapa banyak gambar yang dilukis oleh Rafidah?	3	5	8	11	gambar	gambar	gambar	gambar	8 = 3 + <5>	2	3	5	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
ms-MY	8	3	4	5	en_uk_c1_06.m4a	Baiti mempunyai 7 baju di dalam almari beliau. 3 dari mereka berwarna biru dan selebihnya hijau. Berapa banyak baju hijau yang dia ada?	3	4	5	6	baju hijau	baju hijau	baju hijau	baju hijau	7 = 3 + <4>	2	3	4	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
ms-MY	8	3	5	5	en_uk_c1_02.m4a	Cik Johan mengarahkan 8 beg gula. 5 beg dihantar hari ini. Selebihnya akan dihantar esok. Berapa banyak beg gula yang akan dihantar esok?	2	3	5	8	bags	bags	bags	bags	8 = 5 + <3>	2	5	3	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
ms-MY	9	1	1	6	en_uk_e1_02.m4a	Petrus mempunyai 4 guli. Suzana memberikan Petrus beberapa guli dan sekarang dia mempunyai 6 guli dalam semua. Berapa banyak guli yang diberikan Suzana Petrus?	2	3	4	5	guli	guli	guli	guli	4 + <2>= 6	1					4	2	+	B	wordwindow-stone-red.png	wordwindow-stone-blue.png		
ms-MY	9	1	2	6	en_uk_e1_08.m4a	Petrus membaca 6 halaman bukunya sebelum makan tengah hari. Selepas makan tengah hari dia membaca lagi. Jika Petrus membaca 9 halaman dalam semua, berapa halaman yang dia baca selepas makan tengah hari?	3	6	9	12	muka surat	muka surat	muka surat	muka surat	6 + <3> = 9	1					6	3	+	B	wordwindow-stone-yellow.png	wordwindow-stone-red.png		
ms-MY	9	1	3	6	en_uk_e1_10.m4a	Salleh pergi ke kedai dan membeli beberapa kaos. Dia pergi ke kedai lain dan membeli 2 lagi t-shirt. Dia membeli sejumlah 7 t-shirt. Berapa banyak t-shirt yang dia beli di kedai pertama?	3	5	7	9	t-shirts	t-shirts	t-shirts	t-shirts	<5> + 2 = 7	2					5	2	+	A	wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
ms-MY	9	1	4	6	en_uk_e1_09.m4a	Kalsom melihat 4 kucing di hadapan rumahnya. Dia tidur dan ketika dia bangun, terdapat 7 kucing di depan rumahnya. Berapa banyak kucing yang datang ke rumahnya semasa dia sedang tidur?	2	3	4	5	cats	cats	cats	cats	4 + <3> = 7	2					4	3	+	B	wordwindow-stone-blue.png	wordwindow-stone-red.png		
ms-MY	9	1	5	6	en_uk_e1_01.m4a	Anda mempunyai beberapa setem. Abang anda memberikan 6 setem kepada anda. Sekarang anda mempunyai 10 setem. Berapa banyak setem yang anda mulakan?	2	4	6	8	setem	setem	setem	setem	<4>+ 6 = 10	2					4	6	+	A	wordwindow-stone-red.png	wordwindow-stone-yellow.png		
ms-MY	9	2	1	6	en_uk_e1_03.m4a	Tessa memilih 3 bunga pada waktu pagi. Dia memilih lebih banyak bunga pada sebelah petang. Jika Tessa memilih 8 bunga dalam semua, berapa banyak yang dia pilih pada sebelah petang?	2	4	5	8	bunga	bunga	bunga	bunga	3 + <5> = 8	3					3	5	+	B	wordwindow-stone-blue.png	wordwindow-stone-green.png		
ms-MY	9	2	2	6	en_uk_e1_09.m4a	Kalsom melihat 4 kucing di hadapan rumahnya. Dia tidur dan ketika dia bangun, terdapat 7 kucing di depan rumahnya. Berapa banyak kucing yang datang ke rumahnya semasa dia sedang tidur?	2	3	4	5	cats	cats	cats	cats	4 + <3> = 7	2					4	3	+	B	wordwindow-stone-blue.png	wordwindow-stone-red.png		
ms-MY	9	2	3	6	en_uk_e1_07.m4a	Terdapat beberapa kerang di baldi Mazlina. Dia mendapati 2 lagi kerang. Sekarang dia mempunyai 8 kerang dalam semua. Berapa banyak kerang yang dia mulakan?	2	4	6	8	seashells	seashells	seashells	seashells	<6> + 2 = 8	3					6	2	+	A	wordwindow-stone-red.png	wordwindow-stone-green.png		
ms-MY	9	2	4	6	en_uk_e1_10.m4a	Salleh pergi ke kedai dan membeli beberapa kaos. Dia pergi ke kedai lain dan membeli 2 lagi t-shirt. Dia membeli sejumlah 7 t-shirt. Berapa banyak t-shirt yang dia beli di kedai pertama?	3	5	7	9	t-shirts	t-shirts	t-shirts	t-shirts	<5> + 2 = 7	2					5	2	+	A	wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
ms-MY	9	2	5	6	en_uk_e1_04.m4a	Seorang petani mempunyai 7 pokok epal. Dia membeli lebih banyak pokok dan kini mempunyai 10 pokok epal di kebunnya. Berapa banyak pokok epal yang dia beli?	2	3	4	5	trees	trees	trees	trees	7 + <3> = 10	2					7	3	+	B	wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
ms-MY	9	3	1	6	en_uk_e1_05.m4a	Pasukan bola sepak menjaringkan 3 gol pada babak pertama. Kemudian mereka menjaringkan lebih banyak gol pada babak kedua. Mereka memenangi permainan dengan 5 gol! Berapa banyak gol yang mereka socre pada babak kedua?	2	5	8	10	goals	goals	goals	goals	3 + <2> = 5	1					3	2	+	B	wordwindow-stone-yellow.png	wordwindow-stone-green.png		
ms-MY	9	3	2	6	en_uk_e1_02.m4a	Petrus mempunyai 4 guli. Suzana memberikan Petrus beberapa guli dan sekarang dia mempunyai 6 guli dalam semua. Berapa banyak guli yang diberikan Suzana Petrus?	2	3	4	5	guli	guli	guli	guli	4 + <2>= 6	1					4	2	+	B	wordwindow-stone-red.png	wordwindow-stone-blue.png		
ms-MY	9	3	3	6	en_uk_e1_10.m4a	Salleh pergi ke kedai dan membeli beberapa kaos. Dia pergi ke kedai lain dan membeli 2 lagi t-shirt. Dia membeli sejumlah 7 t-shirt. Berapa banyak t-shirt yang dia beli di kedai pertama?	3	5	7	9	t-shirts	t-shirts	t-shirts	t-shirts	<5> + 2 = 7	2					5	2	+	A	wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
ms-MY	9	3	4	6	en_uk_e1_08.m4a	Petrus membaca 6 halaman bukunya sebelum makan tengah hari. Selepas makan tengah hari dia membaca lagi. Jika Petrus membaca 9 halaman dalam semua, berapa halaman yang dia baca selepas makan tengah hari?	3	6	9	12	muka surat	muka surat	muka surat	muka surat	6 + <3> = 9	1					6	3	+	B	wordwindow-stone-yellow.png	wordwindow-stone-red.png		
ms-MY	9	3	5	6	en_uk_e1_06.m4a	Terdapat beberapa jangkrik dalam balang. Anda mengumpul 5 lagi jangkrik dan kini mempunyai 10 jangkrik dalam semua. Berapa banyak jangkrik yang anda mulakan?	2	3	4	5	crickets	crickets	crickets	crickets	<5> + 5 = 10	4					5	5	+	A	wordwindow-stone-green.png	wordwindow-stone-red.png		
ms-MY	10	1	1	6	en_uk_e2_09.m4a	Jen membuat 6 sandwic untuk keluarganya. Keluarganya makan beberapa dan 2 ditinggalkan. Berapa banyak sandwic yang dimakan oleh keluarganya?	2	4	6	8	sandwiches	sandwiches	sandwiches	sandwiches	6 - <4> = 2	2					6	4	-	B	wordwindow-stone-blue.png	wordwindow-stone-red.png		
ms-MY	10	1	2	6	en_uk_e2_08.m4a	7 lelaki menunggang motosikal mereka. Beberapa kanak -kanak lelaki pulang ke rumah. 5 lelaki terus menunggang basikal mereka. Berapa banyak budak lelaki pulang?	2	5	7	10	budak lelaki	budak lelaki	budak lelaki	budak lelaki	7 - <2> = 5	1					7	2	-	B	wordwindow-stone-yellow.png	wordwindow-stone-red.png		
ms-MY	10	1	3	6	en_uk_e2_07.m4a	Yusof dan kawan -kawannya terbang 9 layang -layang. Sesetengah layang -layang terjebak dalam pokok. 6 layang -layang masih terbang. Berapa banyak layang -layang yang tersekat di pokok itu?	3	6	9	10	layang-layang	layang-layang	layang-layang	layang-layang	9 - <3>= 6	1					9	3	-	B	wordwindow-stone-red.png	wordwindow-stone-green.png		
ms-MY	10	1	4	6	en_uk_e2_01.m4a	Saya mempunyai 10 epal. Saya makan beberapa epal. Saya mempunyai 4 epal tersisa. Berapa banyak epal yang saya makan?	4	6	8	10	epal	epal	epal	epal	10 - <6> = 4	2					10	6	-	B	wordwindow-stone-red.png	wordwindow-stone-yellow.png		
ms-MY	10	1	5	6	en_uk_e2_03.m4a	Seorang lelaki membawa belon tetapi angin meniup 6. Dia mempunyai 2 belon tersisa. Berapa banyak belon yang dia mulakan?	4	8	12	16	belon	belon	belon	belon	<8> - 6 = 2	2					8	6	-	A	wordwindow-stone-blue.png	wordwindow-stone-green.png		
ms-MY	10	2	1	6	en_uk_e2_02.m4a	Semalam, kedai itu mempunyai 7 beg beras. Hari ini, kedai mempunyai 2 beg beras. Berapa banyak beg beras yang dijual oleh kedai?	2	3	5	7	bags	bags	bags	bags	7 - <5> = 2	3					7	5	-	B	wordwindow-stone-red.png	wordwindow-stone-blue.png		
ms-MY	10	2	2	6	en_uk_e2_04.m4a	8 burung duduk di cawangan pokok. Ada yang terbang. Sekarang terdapat 3 burung di cawangan. Berapa banyak burung yang terbang?	3	5	8	10	burung	burung	burung	burung	8 - <5> = 3	2					8	5	-	B	wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
ms-MY	10	2	3	6	en_uk_e2_09.m4a	Jen membuat 6 sandwic untuk keluarganya. Keluarganya makan beberapa dan 2 ditinggalkan. Berapa banyak sandwic yang dimakan oleh keluarganya?	2	4	6	8	sandwiches	sandwiches	sandwiches	sandwiches	6 - <4> = 2	2					6	4	-	B	wordwindow-stone-blue.png	wordwindow-stone-red.png		
ms-MY	10	2	4	6	en_uk_e2_05.m4a	Mia membawa 10 balang jem buatan sendiri ke pasaran. Dia menjual beberapa balang dan mempunyai 3 balang yang tersisa. Berapa banyak balang yang dia jual di pasaran?	3	5	7	9	jars	jars	jars	jars	10 - <7> = 3	3					10	7	-	B	wordwindow-stone-yellow.png	wordwindow-stone-green.png		
ms-MY	10	2	5	6	en_uk_e2_06.m4a	Anjing Timothy melahirkan anak anjing. Timothy memberikan 6 anak anjing kepada kawan -kawannya. Sekarang dia mempunyai 2 anak anjing yang tersisa. Berapa banyak anak anjing yang melahirkan anjingnya?	2	4	6	8	puppies	puppies	puppies	puppies	<8> - 6 = 2	4					8	6	-	A	wordwindow-stone-green.png	wordwindow-stone-red.png		
ms-MY	10	3	1	6	en_uk_e2_04.m4a	8 burung duduk di cawangan pokok. Ada yang terbang. Sekarang terdapat 3 burung di cawangan. Berapa banyak burung yang terbang?	3	5	8	10	burung	burung	burung	burung	8 - <5> = 3	2					8	5	-	B	wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
ms-MY	10	3	2	6	en_uk_e2_07.m4a	Yusof dan kawan -kawannya terbang 9 layang -layang. Sesetengah layang -layang terjebak dalam pokok. 6 layang -layang masih terbang. Berapa banyak layang -layang yang tersekat di pokok itu?	3	6	9	10	layang-layang	layang-layang	layang-layang	layang-layang	9 - <3>= 6	1					9	3	-	B	wordwindow-stone-red.png	wordwindow-stone-green.png		
ms-MY	10	3	3	6	en_uk_e2_02.m4a	Semalam, kedai itu mempunyai 7 beg beras. Hari ini, kedai mempunyai 2 beg beras. Berapa banyak beg beras yang dijual oleh kedai?	2	3	5	7	bags	bags	bags	bags	7 - <5> = 2	3					7	5	-	B	wordwindow-stone-red.png	wordwindow-stone-blue.png		
ms-MY	10	3	4	6	en_uk_e2_10.m4a	Sesetengah mangga berada di dalam bakul. 4 mangga diambil dari bakul. Sekarang ada 6 mangga. Berapa banyak mangga yang ada di dalam bakul sebelum mereka diambil?	4	8	10	12	mangga	mangga	mangga	mangga	<10> - 4 = 6	3					10	4	-	A	wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
ms-MY	10	3	5	6	en_uk_e2_03.m4a	Seorang lelaki membawa belon tetapi angin meniup 6. Dia mempunyai 2 belon tersisa. Berapa banyak belon yang dia mulakan?	4	8	12	16	belon	belon	belon	belon	<8> - 6 = 2	2					8	6	-	A	wordwindow-stone-blue.png	wordwindow-stone-green.png		
ms-MY	11	1	1	1	en_uk_a2_04.m4a	Maznah membeli 8 gula -gula dan Noriza membeli 9 gula -gula. Berapa banyak gula -gula yang mereka beli dalam semua?	15	16	17	18	gula-gula	gula-gula	gula-gula	gula-gula	8 + 9 = <17>	3	8	9	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
ms-MY	11	1	2	1	en_uk_a2_06.m4a	Maya mempunyai 5 guli. Jamil mempunyai 8 guli. Berapa banyak guli yang mereka ada?	11	12	13	14	guli	guli	guli	guli	5 + 8 = <13>	3	5	8	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
ms-MY	11	1	3	1	en_uk_a2_02.m4a	Terdapat 8 buku di rak. Marta meletakkan 6 lagi buku di rak. Berapa banyak buku yang ada di rak?	11	12	13	14	buku	buku	buku	buku	8 + 6 = <14>	4	8	6	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
ms-MY	11	1	4	1	en_uk_a2_01.m4a	Maryam menghias untuk pesta ulang tahun. Dia meniup 6 belon pagi ini dan 5 belon ini petang ini. Berapa banyak belon yang dia meletup dalam semua?	11	12	13	14	belon	belon	belon	belon	6 + 5 = <11>	1	6	5	0	0					wordwindow-stone-red.png	wordwindow-stone-yellow.png		
ms-MY	11	1	5	1	en_uk_a2_07.m4a	Terdapat 7 pensel di laci. Dan meletakkan 9 lagi pensil di dalam laci. Berapa banyak pensel di dalam laci?	14	16	18	20	pensel	pensel	pensel	pensel	7 + 9 = <16>	2	7	9	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
ms-MY	11	2	1	1	en_uk_a2_08.m4a	Janet mempunyai 8 oren dan Sharifah mempunyai 4 oren. Berapa banyak oren yang mereka ada?	10	12	14	16	oren	oren	oren	oren	8 + 4 = <12>	2	8	4	0	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png		
ms-MY	11	2	2	1	en_uk_a2_05.m4a	Terdapat 6 kanak -kanak perempuan dan 7 lelaki di dalam bas. Berapa banyak kanak -kanak di dalam bas?	11	12	13	14	kanak-kanak	kanak-kanak	kanak-kanak	kanak-kanak	6 + 7 = <13>	3	6	7	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
ms-MY	11	2	3	1	en_uk_a2_03.m4a	Seorang petani menanam 5 baris jagung sebelum makan tengah hari. Dia menanam 7 lagi baris selepas makan tengah hari. Berapa banyak baris jagung yang ditanamnya pada siang hari?	11	12	13	14	baris	baris	baris	baris	5 + 7 = <12>	2	5	7	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
ms-MY	11	2	4	1	en_uk_a2_09.m4a	7 kanak -kanak berada di dalam bas. 4 lagi kanak -kanak menaiki bas. Berapa banyak kanak -kanak di dalam bas?	11	12	13	14	kanak-kanak	kanak-kanak	kanak-kanak	kanak-kanak	7 + 4 = <11>	1	7	4	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
ms-MY	11	2	5	1	en_uk_a2_04.m4a	Maznah membeli 8 gula -gula dan Noriza membeli 9 gula -gula. Berapa banyak gula -gula yang mereka beli dalam semua?	15	16	17	18	gula-gula	gula-gula	gula-gula	gula-gula	8 + 9 = <17>	3	8	9	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
ms-MY	11	3	1	1	en_uk_a2_10.m4a	Terdapat 7 manik kuning dan 8 manik merah pada kalung. Berapa banyak manik di kalung dalam semua?	11	13	15	17	manik	manik	manik	manik	7 + 8 = <15>	3	7	8	0	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png		
ms-MY	11	3	2	1	en_uk_a2_08.m4a	Janet mempunyai 8 oren dan Sharifah mempunyai 4 oren. Berapa banyak oren yang mereka ada?	10	12	14	16	oren	oren	oren	oren	8 + 4 = <12>	2	8	4	0	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png		
ms-MY	11	3	3	1	en_uk_a2_07.m4a	Terdapat 7 pensel di laci. Dan meletakkan 9 lagi pensil di dalam laci. Berapa banyak pensel di dalam laci?	14	16	18	20	pensel	pensel	pensel	pensel	7 + 9 = <16>	2	7	9	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
ms-MY	11	3	4	1	en_uk_a2_03.m4a	Seorang petani menanam 5 baris jagung sebelum makan tengah hari. Dia menanam 7 lagi baris selepas makan tengah hari. Berapa banyak baris jagung yang ditanamnya pada siang hari?	11	12	13	14	baris	baris	baris	baris	5 + 7 = <12>	2	5	7	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
ms-MY	11	3	5	1	en_uk_a2_06.m4a	Maya mempunyai 5 guli. Jamil mempunyai 8 guli. Berapa banyak guli yang mereka ada?	11	12	13	14	guli	guli	guli	guli	5 + 8 = <13>	3	5	8	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
ms-MY	12	1	1	4	en_uk_d4_03.m4a	Marina mempunyai 7 bola. Elena mempunyai 6 lagi bola daripada Marina. Berapa banyak bola yang dimiliki Elena?	10	11	12	13	bola	bola	bola	bola	7 + 6 = <13>	4	7	13	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
ms-MY	12	1	2	4	en_uk_d4_08.m4a	Azman mempunyai 4 pensil dan kakaknya mempunyai 8 pensil lebih daripada dia. Berapa banyak pensil yang dimiliki oleh kakak Azman?	4	8	12	16	pensel	pensel	pensel	pensel	4 + 8 = <12>	3	4	12	0	0					wordwindow-stone-yellow.png	wordwindow-stone-red.png		
ms-MY	12	1	3	4	en_uk_d4_07.m4a	Ayam Kalsom bertelur 6 biji telur semalam. Hari ini, ayamnya bertelur daripada semalam. Berapa biji telur yang telah dihasilkan oleh ayamnya hari ini?	10	11	12	13	telur	telur	telur	telur	6 + 5 = <11>	2	6	11	0	0					wordwindow-stone-red.png	wordwindow-stone-green.png		
ms-MY	12	1	4	4	en_uk_d4_05.m4a	Yakub dan Zainal membaca buku yang sama. Zainal membaca 9 halaman lebih daripada Yakub. Yakub membaca 11 halaman buku. Berapa banyak halaman yang dibaca oleh Zainal?	9	11	20	25	muka surat	muka surat	muka surat	muka surat	11 + 9 = <20>	3	20	11	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
ms-MY	12	1	5	4	en_uk_d4_04.m4a	Bakar bekerja 4 jam lebih daripada Ian. Ian bekerja 8 jam. Berapa jam Bakar berfungsi?	4	8	12	16	jam	jam	jam	jam	8 + 4 = <12>	3	12	4	0	0					wordwindow-stone-yellow.png	wordwindow-stone-blue.png		
ms-MY	12	2	1	4	en_uk_d4_01.m4a	Malik mempunyai 7 plum. Razali mempunyai 4 plum lebih daripada Malik. Berapa banyak plum yang dimiliki Razali?	11	12	13	14	plum	plum	plum	plum	7 + 4 = <11>	1	7	11	0	0					wordwindow-stone-red.png	wordwindow-stone-yellow.png		
ms-MY	12	2	2	4	en_uk_d4_10.m4a	Sandy berumur 5 tahun. Mia berusia 7 tahun lebih tua daripada Sandy. Berapa umur Mia?	11	12	13	14	tahun	tahun	tahun	tahun	5 + 7 = <12>	2	5	12	0	0					wordwindow-stone-blue.png	wordwindow-stone-yellow.png		
ms-MY	12	2	3	4	en_uk_d4_09.m4a	Hujan 8 hari pada bulan Januari. Ia hujan 9 hari lagi pada bulan Februari daripada Januari. Berapa hari hujan pada bulan Februari?	15	16	17	18	hari	hari	hari	hari	8 + 9 = <17>	3	8	17	0	0					wordwindow-stone-blue.png	wordwindow-stone-red.png		
ms-MY	12	2	4	4	en_uk_d4_06.m4a	Postman menyampaikan 3 lagi surat hari ini daripada semalam. Dia menyampaikan 8 huruf semalam. Berapa banyak surat yang dia sampaikan hari ini?	11	13	15	17	surat	surat	surat	surat	8 + 3 = <11>	1	11	8	0	0					wordwindow-stone-green.png	wordwindow-stone-red.png		
ms-MY	12	2	5	4	en_uk_d4_05.m4a	Yakub dan Zainal membaca buku yang sama. Zainal membaca 9 halaman lebih daripada Yakub. Yakub membaca 11 halaman buku. Berapa banyak halaman yang dibaca oleh Zainal?	9	11	20	25	muka surat	muka surat	muka surat	muka surat	11 + 9 = <20>	3	20	11	0	0					wordwindow-stone-yellow.png	wordwindow-stone-green.png		
ms-MY	12	3	1	4	en_uk_d4_02.m4a	Jasmin mempunyai 9 pensil. Hafiz mempunyai 5 lagi pensil daripada Jasmin. Berapa banyak pensil yang dimiliki Hafiz?	12	13	14	15	pensel	pensel	pensel	pensel	9 + 5 = <14>	3	9	14	0	0					wordwindow-stone-red.png	wordwindow-stone-blue.png		
ms-MY	12	3	2	4	en_uk_d4_03.m4a	Marina mempunyai 7 bola. Elena mempunyai 6 lagi bola daripada Marina. Berapa banyak bola yang dimiliki Elena?	10	11	12	13	bola	bola	bola	bola	7 + 6 = <13>	4	7	13	0	0					wordwindow-stone-blue.png	wordwindow-stone-green.png		
