# LanguageTag	# Level	# Worksheet	# Problem		# Word	# Missing Position	# Number of Consonant Choices	# Number of Vowel Choices	# Image	# Sound Duration
ms-MY	8	5	3		hati	h*ti	0	2	spelling_hati.png	0.781678005
ms-MY	8	5	4		tali	t*li	0	2	spelling_tali.png	0.562083333
ms-MY	8	5	5		duit	d*it	0	2	spelling_duit.png	0.940408163
ms-MY	8	5	6		bayi	b*yi	0	2	spelling_bayi.png	0.975238095
ms-MY	8	5	7		susu	s*su	0	2	spelling_susu.png	0.678333333
ms-MY	8	6	1		bayi	b*yi	0	2	spelling_bayi.png	0.975238095
ms-MY	8	6	2		daun	d*un	0	2	spelling_daun.png	0.789478458
ms-MY	8	6	3		duit	d*it	0	2	spelling_duit.png	0.940408163
ms-MY	8	6	4		gigi	g*gi	0	2	spelling_gigi.png	0.484395833
ms-MY	8	6	5		kuda	k*da	0	2	spelling_kuda.png	0.603229167
ms-MY	8	6	6		hati	h*ti	0	2	spelling_hati.png	0.781678005
ms-MY	8	6	7		susu	s*su	0	2	spelling_susu.png	0.678333333
ms-MY	8	7	1		nasi	na*i	1	1	spelling_nasi.png	0.544729167
ms-MY	8	7	2		itik	i*ik	1	1	spelling_itik.png	1.137732426
ms-MY	8	7	3		hati	h*ti	0	2	spelling_hati.png	0.781678005
ms-MY	8	7	4		daun	d*un	0	2	spelling_daun.png	0.789478458
ms-MY	8	7	5		ikan	i*an	1	1	spelling_ikan.png	0.359909297
ms-MY	8	7	6		susu	s*su	0	2	spelling_susu.png	0.678333333
ms-MY	8	7	7		padi	p*di	0	2	spelling_padi.png	0.812698413
ms-MY	9	1	1		bola	*ola	2	0	spelling_bola.png	0.664666667
ms-MY	9	1	2		gula	*ula	2	0	spelling_gula.png	0.743038549
ms-MY	9	1	3		tali	*ali	2	0	spelling_tali.png	0.562083333
ms-MY	9	1	4		muka	*uka	2	0	spelling_muka.png	0.859138322
ms-MY	9	1	5		nasi	*asi	2	0	spelling_nasi.png	0.544729167
ms-MY	9	1	6		buku	*uku	2	0	spelling_buku.png	0.8034375
ms-MY	9	1	7		lori	*ori	2	0	spelling_lori.png	0.768072562
ms-MY	9	2	1		buku	*uku	2	0	spelling_buku.png	0.8034375
ms-MY	9	2	2		daun	*aun	2	0	spelling_daun.png	0.789478458
ms-MY	9	2	3		hati	*ati	2	0	spelling_hati.png	0.781678005
ms-MY	9	2	4		kaki	*aki	2	0	spelling_kaki.png	1.079727891
ms-MY	9	2	5		bayi	*ayi	2	0	spelling_bayi.png	0.975238095
ms-MY	9	2	6		roti	*oti	2	0	spelling_roti.png	1.010068027
ms-MY	9	2	7		tali	*ali	2	0	spelling_tali.png	0.562083333
ms-MY	9	3	1		hati	*ati	2	0	spelling_hati.png	0.781678005
ms-MY	9	3	2		itik	*tik	1	1	spelling_itik.png	1.137732426
ms-MY	9	3	3		kaki	*aki	2	0	spelling_kaki.png	1.079727891
ms-MY	9	3	4		duit	*uit	2	0	spelling_duit.png	0.940408163
ms-MY	9	3	5		gula	*ula	2	0	spelling_gula.png	0.743038549
ms-MY	9	3	6		kuda	*uda	2	0	spelling_kuda.png	0.603229167
ms-MY	9	3	7		bola	*ola	2	0	spelling_bola.png	0.664666667
ms-MY	9	4	1		lori	*ori	2	0	spelling_lori.png	0.768072562
ms-MY	9	4	2		gigi	*igi	2	0	spelling_gigi.png	0.484395833
ms-MY	9	4	3		padi	*adi	2	0	spelling_padi.png	0.812698413
ms-MY	9	4	4		roti	*oti	2	0	spelling_roti.png	1.010068027
ms-MY	9	4	5		mata	*ata	2	0	spelling_mata.png	1.000793651
ms-MY	9	4	6		daun	*aun	2	0	spelling_daun.png	0.789478458
ms-MY	9	4	7		gula	*ula	2	0	spelling_gula.png	0.743038549
ms-MY	9	5	1		nasi	*asi	2	0	spelling_nasi.png	0.544729167
ms-MY	9	5	2		buku	*uku	2	0	spelling_buku.png	0.8034375
ms-MY	9	5	3		susu	*usu	2	0	spelling_susu.png	0.678333333
ms-MY	9	5	4		padi	*adi	2	0	spelling_padi.png	0.812698413
ms-MY	9	5	5		kaki	*aki	2	0	spelling_kaki.png	1.079727891
ms-MY	9	5	6		hati	*ati	2	0	spelling_hati.png	0.781678005
ms-MY	9	5	7		tali	*ali	2	0	spelling_tali.png	0.562083333
ms-MY	9	6	1		daun	*aun	2	0	spelling_daun.png	0.789478458
ms-MY	9	6	2		nasi	*asi	2	0	spelling_nasi.png	0.544729167
ms-MY	9	6	3		duit	*uit	2	0	spelling_duit.png	0.940408163
ms-MY	9	6	4		lori	*ori	2	0	spelling_lori.png	0.768072562
ms-MY	9	6	5		kaki	*aki	2	0	spelling_kaki.png	1.079727891
ms-MY	9	6	6		tali	*ali	2	0	spelling_tali.png	0.562083333
ms-MY	9	6	7		gigi	*igi	2	0	spelling_gigi.png	0.484395833
ms-MY	9	7	1		mata	*ata	2	0	spelling_mata.png	1.000793651
ms-MY	9	7	2		daun	*aun	2	0	spelling_daun.png	0.789478458
ms-MY	9	7	3		tali	*ali	2	0	spelling_tali.png	0.562083333
ms-MY	9	7	4		roti	*oti	2	0	spelling_roti.png	1.010068027
ms-MY	9	7	5		hati	*ati	2	0	spelling_hati.png	0.781678005
ms-MY	9	7	6		gigi	*igi	2	0	spelling_gigi.png	0.484395833
ms-MY	9	7	7		bola	*ola	2	0	spelling_bola.png	0.664666667
ms-MY	10	1	1		bunga	*****	3	2	spelling_bunga.png	0.777868481
ms-MY	10	1	2		rumah	*****	3	2	spelling_rumah.png	0.99845805
ms-MY	10	1	3		makan	*****	3	2	spelling_makan.png	0.726666667
ms-MY	10	1	4		minum	*****	3	2	spelling_minum.png	0.82430839
ms-MY	10	1	5		tidur	*****	3	2	spelling_tidur.png	0.5984375
ms-MY	10	1	6		makan	*****	3	2	spelling_makan.png	0.726666667
ms-MY	10	1	7		tulis	*****	3	2	spelling_tulis.png	0.879604167
ms-MY	10	2	1		duduk	*****	3	2	spelling_duduk.png	1.277097506
ms-MY	10	2	2		sayur	*****	3	2	spelling_sayur.png	0
ms-MY	10	2	3		hujan	*****	3	2	spelling_hujan.png	0.785083333
ms-MY	10	2	4		panas	*****	3	2	spelling_panas.png	0.791375
ms-MY	10	2	5		bunga	*****	3	2	spelling_bunga.png	0.777868481
ms-MY	10	2	6		kawan	*****	3	2	spelling_kawan.png	0
ms-MY	10	2	7		sejuk	*****	3	2	spelling_sejuk.png	0.928798186
ms-MY	10	3	1		hujan	*****	3	2	spelling_hujan.png	0.785083333
ms-MY	10	3	2		panas	*****	3	2	spelling_panas.png	0.791375
ms-MY	10	3	3		sejuk	*****	3	2	spelling_sejuk.png	0.928798186
ms-MY	10	3	4		merah	*****	3	2	spelling_merah.png	0.894331066
ms-MY	10	3	5		putih	*****	3	2	spelling_putih.png	0.991632653
ms-MY	10	3	6		kasut	*****	3	2	spelling_kasut.png	1.265487528
ms-MY	10	3	7		makan	*****	3	2	spelling_makan.png	0.726666667
ms-MY	10	4	1		kawan	*****	3	2	spelling_kawan.png	0
ms-MY	10	4	2		panas	*****	3	2	spelling_panas.png	0.791375
ms-MY	10	4	3		rumah	*****	3	2	spelling_rumah.png	0.99845805
ms-MY	10	4	4		bunga	*****	3	2	spelling_bunga.png	0.777868481
ms-MY	10	4	5		makan	*****	3	2	spelling_makan.png	0.726666667
ms-MY	10	4	6		makan	*****	3	2	spelling_makan.png	0.726666667
ms-MY	10	4	7		putih	*****	3	2	spelling_putih.png	0.991632653
ms-MY	10	5	1		sayur	*****	3	2	spelling_sayur.png	0
ms-MY	10	5	2		robot	*****	3	2	spelling_robot.png	0.7509375
ms-MY	10	5	3		makan	*****	3	2	spelling_makan.png	0.726666667
ms-MY	10	5	4		makan	*****	3	2	spelling_makan.png	0.726666667
ms-MY	10	5	5		duduk	*****	3	2	spelling_duduk.png	1.277097506
ms-MY	10	5	6		rumah	*****	3	2	spelling_rumah.png	0.99845805
ms-MY	10	5	7		merah	*****	3	2	spelling_merah.png	0.894331066
ms-MY	10	6	1		makan	*****	3	2	spelling_makan.png	0.726666667
ms-MY	10	6	2		bunga	*****	3	2	spelling_bunga.png	0.777868481
ms-MY	10	6	3		kawan	*****	3	2	spelling_kawan.png	0
ms-MY	10	6	4		tidur	*****	3	2	spelling_tidur.png	0.5984375
ms-MY	10	6	5		tulis	*****	3	2	spelling_tulis.png	0.879604167
ms-MY	10	6	6		jalan	*****	3	2	spelling_jalan.png	1.195827664
ms-MY	10	6	7		makan	*****	3	2	spelling_makan.png	0.726666667
ms-MY	10	7	1		duduk	*****	3	2	spelling_duduk.png	1.277097506
ms-MY	10	7	2		pasir	*****	3	2	spelling_pasir.png	0.766258503
ms-MY	10	7	3		sejuk	*****	3	2	spelling_sejuk.png	0.928798186
ms-MY	10	7	4		kawan	*****	3	2	spelling_kawan.png	0
ms-MY	10	7	5		makan	*****	3	2	spelling_makan.png	0.726666667
ms-MY	10	7	6		robot	*****	3	2	spelling_robot.png	0.7509375
ms-MY	10	7	7		tidur	*****	3	2	spelling_tidur.png	0.5984375
ms-MY	11	1	1		sayur	*ayur	2	0	spelling_sayur.png	0
ms-MY	11	1	2		putih	*utih	2	0	spelling_putih.png	0.991632653
ms-MY	11	1	3		hujan	*ujan	2	0	spelling_hujan.png	0.785083333
ms-MY	11	1	4		tidur	*idur	2	0	spelling_tidur.png	0.5984375
ms-MY	11	1	5		kasut	*asut	2	0	spelling_kasut.png	1.265487528
ms-MY	11	1	6		rumah	*umah	2	0	spelling_rumah.png	0.99845805
ms-MY	11	1	7		kawan	*awan	2	0	spelling_kawan.png	0
ms-MY	11	2	1		merah	*erah	2	0	spelling_merah.png	0.894331066
ms-MY	11	2	2		makan	*akan	2	0	spelling_makan.png	0.726666667
ms-MY	11	2	3		hujan	*ujan	2	0	spelling_hujan.png	0.785083333
ms-MY	11	2	4		robot	*obot	1	1	spelling_robot.png	0.7509375
ms-MY	11	2	5		bunga	*unga	2	0	spelling_bunga.png	0.777868481
ms-MY	11	2	6		tulis	*ulis	2	0	spelling_tulis.png	0.879604167
ms-MY	11	2	7		tidur	*idur	2	0	spelling_tidur.png	0.5984375
ms-MY	11	3	1		makan	*akan	2	0	spelling_makan.png	0.726666667
ms-MY	11	3	2		putih	*utih	2	0	spelling_putih.png	0.991632653
ms-MY	11	3	3		panas	*anas	2	0	spelling_panas.png	0.791375
ms-MY	11	3	4		sejuk	*ejuk	2	0	spelling_sejuk.png	0.928798186
ms-MY	11	3	5		sabun	*abun	2	0	spelling_sabun.png	1.022312925
ms-MY	11	3	6		robot	*obot	1	1	spelling_robot.png	0.7509375
ms-MY	11	3	7		tidur	*idur	2	0	spelling_tidur.png	0.5984375
ms-MY	11	4	1		kawan	*awan	2	0	spelling_kawan.png	0
ms-MY	11	4	2		duduk	*uduk	2	0	spelling_duduk.png	1.277097506
ms-MY	11	4	3		tidur	*idur	2	0	spelling_tidur.png	0.5984375
ms-MY	11	4	4		robot	*obot	1	1	spelling_robot.png	0.7509375
ms-MY	11	4	5		minum	*inum	2	0	spelling_minum.png	0.82430839
ms-MY	11	4	6		sabun	*abun	2	0	spelling_sabun.png	1.022312925
ms-MY	11	4	7		makan	*akan	2	0	spelling_makan.png	0.726666667
ms-MY	11	5	1		sejuk	*ejuk	2	0	spelling_sejuk.png	0.928798186
ms-MY	11	5	2		duduk	*uduk	2	0	spelling_duduk.png	1.277097506
ms-MY	11	5	3		sabun	*abun	2	0	spelling_sabun.png	1.022312925
ms-MY	11	5	4		makan	*akan	2	0	spelling_makan.png	0.726666667
ms-MY	11	5	5		pasir	*asir	2	0	spelling_pasir.png	0.766258503
ms-MY	11	5	6		putih	*utih	2	0	spelling_putih.png	0.991632653
ms-MY	11	5	7		bunga	*unga	2	0	spelling_bunga.png	0.777868481
ms-MY	11	6	1		jalan	*alan	2	0	spelling_jalan.png	1.195827664
ms-MY	11	6	2		sayur	*ayur	2	0	spelling_sayur.png	0
ms-MY	11	6	3		hujan	*ujan	2	0	spelling_hujan.png	0.785083333
ms-MY	11	6	4		minum	*inum	2	0	spelling_minum.png	0.82430839
ms-MY	11	6	5		tulis	*ulis	2	0	spelling_tulis.png	0.879604167
ms-MY	11	6	6		sabun	*abun	2	0	spelling_sabun.png	1.022312925
ms-MY	11	6	7		robot	*obot	1	1	spelling_robot.png	0.7509375
ms-MY	11	7	1		makan	*akan	2	0	spelling_makan.png	0.726666667
ms-MY	11	7	2		kawan	*awan	2	0	spelling_kawan.png	0
ms-MY	11	7	3		jalan	*alan	2	0	spelling_jalan.png	1.195827664
ms-MY	11	7	4		robot	*obot	1	1	spelling_robot.png	0.7509375
ms-MY	11	7	5		makan	*akan	2	0	spelling_makan.png	0.726666667
ms-MY	11	7	6		hujan	*ujan	2	0	spelling_hujan.png	0.785083333
ms-MY	11	7	7		tidur	*idur	2	0	spelling_tidur.png	0.5984375
ms-MY	12	1	1		bunga	*u*ga	2	1	spelling_bunga.png	0.777868481
ms-MY	12	1	2		kawan	*a*an	2	1	spelling_kawan.png	0
ms-MY	12	1	3		sabun	*a*un	2	1	spelling_sabun.png	1.022312925
ms-MY	12	1	4		sayur	*a*ur	2	1	spelling_sayur.png	0
ms-MY	12	1	5		duduk	*ud*k	2	1	spelling_duduk.png	1.277097506
ms-MY	12	1	6		tulis	*u*is	2	1	spelling_tulis.png	0.879604167
ms-MY	12	1	7		jalan	*a*an	2	1	spelling_jalan.png	1.195827664
ms-MY	12	2	1		tidur	*i*ur	2	1	spelling_tidur.png	0.5984375
ms-MY	12	2	2		kawan	*a*an	2	1	spelling_kawan.png	0
ms-MY	12	2	3		kasut	*a*ut	2	1	spelling_kasut.png	1.265487528
ms-MY	12	2	4		jalan	*a*an	2	1	spelling_jalan.png	1.195827664
ms-MY	12	2	5		sejuk	*e*uk	2	1	spelling_sejuk.png	0.928798186
ms-MY	12	2	6		sabun	*a*un	2	1	spelling_sabun.png	1.022312925
ms-MY	12	2	7		bunga	*u*ga	2	1	spelling_bunga.png	0.777868481
ms-MY	12	3	1		sabun	*a*un	2	1	spelling_sabun.png	1.022312925
ms-MY	12	3	2		kasut	*a*ut	2	1	spelling_kasut.png	1.265487528
ms-MY	12	3	3		makan	*a*an	2	1	spelling_makan.png	0.726666667
ms-MY	12	3	4		kawan	*a*an	2	1	spelling_kawan.png	0
ms-MY	12	3	5		rumah	*u*ah	2	1	spelling_rumah.png	0.99845805
ms-MY	12	3	6		bunga	*u*ga	2	1	spelling_bunga.png	0.777868481
ms-MY	12	3	7		tulis	*u*is	2	1	spelling_tulis.png	0.879604167
ms-MY	12	4	1		makan	*a*an	2	1	spelling_makan.png	0.726666667
ms-MY	12	4	2		hujan	*u*an	2	1	spelling_hujan.png	0.785083333
ms-MY	12	4	3		sayur	*a*ur	2	1	spelling_sayur.png	0
ms-MY	12	4	4		minum	*i*um	2	1	spelling_minum.png	0.82430839
ms-MY	12	4	5		kawan	*a*an	2	1	spelling_kawan.png	0
ms-MY	12	4	6		bunga	*u*ga	2	1	spelling_bunga.png	0.777868481
ms-MY	12	4	7		duduk	*ud*k	2	1	spelling_duduk.png	1.277097506
ms-MY	12	5	1		robot	*o*ot	2	1	spelling_robot.png	0.7509375
ms-MY	12	5	2		pasir	*a*ir	2	1	spelling_pasir.png	0.766258503
ms-MY	12	5	3		duduk	*ud*k	2	1	spelling_duduk.png	1.277097506
ms-MY	12	5	4		panas	*a*as	2	1	spelling_panas.png	0.791375
ms-MY	12	5	5		tidur	*i*ur	2	1	spelling_tidur.png	0.5984375
ms-MY	12	5	6		putih	*u*ih	2	1	spelling_putih.png	0.991632653
ms-MY	12	5	7		kawan	*a*an	2	1	spelling_kawan.png	0
ms-MY	12	6	1		sejuk	*e*uk	2	1	spelling_sejuk.png	0.928798186
ms-MY	12	6	2		tulis	*u*is	2	1	spelling_tulis.png	0.879604167
ms-MY	12	6	3		kasut	*a*ut	2	1	spelling_kasut.png	1.265487528
ms-MY	12	6	4		tidur	*i*ur	2	1	spelling_tidur.png	0.5984375
ms-MY	12	6	5		makan	*a*an	2	1	spelling_makan.png	0.726666667
ms-MY	12	6	6		merah	*e*ah	2	1	spelling_merah.png	0.894331066
ms-MY	12	6	7		kawan	*a*an	2	1	spelling_kawan.png	0
ms-MY	12	7	1		kasut	*a*ut	2	1	spelling_kasut.png	1.265487528
ms-MY	12	7	2		bunga	*u*ga	2	1	spelling_bunga.png	0.777868481
ms-MY	12	7	3		hujan	*u*an	2	1	spelling_hujan.png	0.785083333
ms-MY	12	7	4		merah	*e*ah	2	1	spelling_merah.png	0.894331066
ms-MY	12	7	5		rumah	*u*ah	2	1	spelling_rumah.png	0.99845805
ms-MY	12	7	6		sayur	*a*ur	2	1	spelling_sayur.png	0
ms-MY	12	7	7		panas	*a*as	2	1	spelling_panas.png	0.791375
ms-MY	13	1	1		jus	***	4	1	spelling_jus.png	0.814208333
ms-MY	13	1	2		cat	***	4	1	spelling_cat.png	0.621291667
ms-MY	13	1	3		van	***	4	1	spelling_van.png	0.882358277
ms-MY	13	1	4		kek	***	3	2	spelling_kek.png	0.81600907
ms-MY	13	1	5		jam	***	4	1	spelling_jam.png	0.803729167
ms-MY	13	1	6		bas	***	4	1	spelling_bas.png	0.693354167
ms-MY	13	1	7		tin	***	4	1	spelling_tin.png	1.011337868
ms-MY	13	2	1		zip	***	4	1	spelling_zip.png	0.568888889
ms-MY	13	2	2		jam	***	4	1	spelling_jam.png	0.803729167
ms-MY	13	2	3		bas	***	4	1	spelling_bas.png	0.693354167
ms-MY	13	2	4		rak	***	4	1	spelling_rak.png	0.469833333
ms-MY	13	2	5		ais	***	3	2	spelling_ais.png	0.630666667
ms-MY	13	2	6		mop	***	3	2	spelling_mop.png	0.832222222
ms-MY	13	2	7		cat	***	4	1	spelling_cat.png	0.621291667
ms-MY	13	3	1		beg	***	4	1	spelling_beg.png	0.568888889
ms-MY	13	3	2		api	***	3	2	spelling_api.png	0.487541667
ms-MY	13	3	3		ais	***	3	2	spelling_ais.png	0.630666667
ms-MY	13	3	4		bot	***	4	1	spelling_bot.png	0.893968254
ms-MY	13	3	5		kad	***	3	2	spelling_kad.png	0.550479167
ms-MY	13	3	6		jus	***	4	1	spelling_jus.png	0.814208333
ms-MY	13	3	7		pen	***	3	2	spelling_pen.png	0.639833333
ms-MY	13	4	1		ais	***	3	2	spelling_ais.png	0.630666667
ms-MY	13	4	2		air	***	3	2	spelling_air.png	0.606
ms-MY	13	4	3		bas	***	4	1	spelling_bas.png	0.693354167
ms-MY	13	4	4		tin	***	4	1	spelling_tin.png	1.011337868
ms-MY	13	4	5		zip	***	4	1	spelling_zip.png	0.568888889
ms-MY	13	4	6		ubi	***	3	2	spelling_ubi.png	0.720333333
ms-MY	13	4	7		kek	***	3	2	spelling_kek.png	0.81600907
ms-MY	13	5	1		bot	***	4	1	spelling_bot.png	0.893968254
ms-MY	13	5	2		cat	***	4	1	spelling_cat.png	0.621291667
ms-MY	13	5	3		ibu	***	3	2	spelling_ibu.png	0.660666667
ms-MY	13	5	4		mop	***	3	2	spelling_mop.png	0.832222222
ms-MY	13	5	5		zip	***	4	1	spelling_zip.png	0.568888889
ms-MY	13	5	6		pen	***	3	2	spelling_pen.png	0.639833333
ms-MY	13	5	7		vas	***	4	1	spelling_vas.png	0.801088435
ms-MY	13	6	1		kek	***	3	2	spelling_kek.png	0.81600907
ms-MY	13	6	2		ibu	***	3	2	spelling_ibu.png	0.660666667
ms-MY	13	6	3		van	***	4	1	spelling_van.png	0.882358277
ms-MY	13	6	4		bas	***	4	1	spelling_bas.png	0.693354167
ms-MY	13	6	5		mop	***	3	2	spelling_mop.png	0.832222222
ms-MY	13	6	6		cat	***	4	1	spelling_cat.png	0.621291667
ms-MY	13	6	7		jus	***	4	1	spelling_jus.png	0.814208333
ms-MY	13	7	1		pen	***	3	2	spelling_pen.png	0.639833333
ms-MY	13	7	2		jam	***	4	1	spelling_jam.png	0.803729167
ms-MY	13	7	3		kek	***	3	2	spelling_kek.png	0.81600907
ms-MY	13	7	4		cat	***	4	1	spelling_cat.png	0.621291667
ms-MY	13	7	5		air	***	3	2	spelling_air.png	0.606
ms-MY	13	7	6		mop	***	3	2	spelling_mop.png	0.832222222
ms-MY	13	7	7		kad	***	3	2	spelling_kad.png	0.550479167
ms-MY	14	1	1		bayi	****	4	2	spelling_bayi.png	0.975238095
ms-MY	14	1	2		buku	****	4	2	spelling_buku.png	0.8034375
ms-MY	14	1	3		roti	****	4	2	spelling_roti.png	1.010068027
ms-MY	14	1	4		gigi	****	4	2	spelling_gigi.png	0.484395833
ms-MY	14	1	5		duit	****	4	2	spelling_duit.png	0.940408163
ms-MY	14	1	6		hati	****	4	2	spelling_hati.png	0.781678005
ms-MY	14	1	7		kaki	****	4	2	spelling_kaki.png	1.079727891
ms-MY	14	2	1		roti	****	4	2	spelling_roti.png	1.010068027
ms-MY	14	2	2		padi	****	4	2	spelling_padi.png	0.812698413
ms-MY	14	2	3		bola	****	4	2	spelling_bola.png	0.664666667
ms-MY	14	2	4		duit	****	4	2	spelling_duit.png	0.940408163
ms-MY	14	2	5		buku	****	4	2	spelling_buku.png	0.8034375
ms-MY	14	2	6		mata	****	4	2	spelling_mata.png	1.000793651
ms-MY	14	2	7		kaki	****	4	2	spelling_kaki.png	1.079727891
ms-MY	14	3	1		lori	****	4	2	spelling_lori.png	0.768072562
ms-MY	14	3	2		nasi	****	4	2	spelling_nasi.png	0.544729167
ms-MY	14	3	3		padi	****	4	2	spelling_padi.png	0.812698413
ms-MY	14	3	4		kaki	****	4	2	spelling_kaki.png	1.079727891
ms-MY	14	3	5		roti	****	4	2	spelling_roti.png	1.010068027
ms-MY	14	3	6		bayi	****	4	2	spelling_bayi.png	0.975238095
ms-MY	14	3	7		tali	****	4	2	spelling_tali.png	0.562083333
ms-MY	14	4	1		muka	****	4	2	spelling_muka.png	0.859138322
ms-MY	14	4	2		mata	****	4	2	spelling_mata.png	1.000793651
ms-MY	14	4	3		itik	****	4	2	spelling_itik.png	1.137732426
ms-MY	14	4	4		gula	****	4	2	spelling_gula.png	0.743038549
ms-MY	14	4	5		susu	****	4	2	spelling_susu.png	0.678333333
ms-MY	14	4	6		hati	****	4	2	spelling_hati.png	0.781678005
ms-MY	14	4	7		kuda	****	4	2	spelling_kuda.png	0.603229167
ms-MY	14	5	1		mata	****	4	2	spelling_mata.png	1.000793651
ms-MY	14	5	2		lori	****	4	2	spelling_lori.png	0.768072562
ms-MY	14	5	3		nasi	****	4	2	spelling_nasi.png	0.544729167
ms-MY	14	5	4		roti	****	4	2	spelling_roti.png	1.010068027
ms-MY	14	5	5		daun	****	4	2	spelling_daun.png	0.789478458
ms-MY	14	5	6		padi	****	4	2	spelling_padi.png	0.812698413
ms-MY	14	5	7		bola	****	4	2	spelling_bola.png	0.664666667
ms-MY	14	6	1		bola	****	4	2	spelling_bola.png	0.664666667
ms-MY	14	6	2		padi	****	4	2	spelling_padi.png	0.812698413
ms-MY	14	6	3		roti	****	4	2	spelling_roti.png	1.010068027
ms-MY	14	6	4		kuda	****	4	2	spelling_kuda.png	0.603229167
ms-MY	14	6	5		kaki	****	4	2	spelling_kaki.png	1.079727891
ms-MY	14	6	6		daun	****	4	2	spelling_daun.png	0.789478458
ms-MY	14	6	7		itik	****	4	2	spelling_itik.png	1.137732426
ms-MY	14	7	1		gigi	****	4	2	spelling_gigi.png	0.484395833
ms-MY	14	7	2		buku	****	4	2	spelling_buku.png	0.8034375
ms-MY	14	7	3		bola	****	4	2	spelling_bola.png	0.664666667
ms-MY	14	7	4		tali	****	4	2	spelling_tali.png	0.562083333
ms-MY	14	7	5		kuda	****	4	2	spelling_kuda.png	0.603229167
ms-MY	14	7	6		duit	****	4	2	spelling_duit.png	0.940408163
ms-MY	14	7	7		bayi	****	4	2	spelling_bayi.png	0.975238095
ms-MY	15	1	1		pasir	*****	4	3	spelling_pasir.png	0.766258503
ms-MY	15	1	2		bunga	*****	4	3	spelling_bunga.png	0.777868481
ms-MY	15	1	3		tidur	*****	4	3	spelling_tidur.png	0.5984375
ms-MY	15	1	4		panas	*****	4	3	spelling_panas.png	0.791375
ms-MY	15	1	5		kawan	*****	4	3	spelling_kawan.png	0
ms-MY	15	1	6		minum	*****	4	3	spelling_minum.png	0.82430839
ms-MY	15	1	7		duduk	*****	4	3	spelling_duduk.png	1.277097506
ms-MY	15	2	1		merah	*****	4	3	spelling_merah.png	0.894331066
ms-MY	15	2	2		makan	*****	4	3	spelling_makan.png	0.726666667
ms-MY	15	2	3		jalan	*****	4	3	spelling_jalan.png	1.195827664
ms-MY	15	2	4		sejuk	*****	4	3	spelling_sejuk.png	0.928798186
ms-MY	15	2	5		hujan	*****	4	3	spelling_hujan.png	0.785083333
ms-MY	15	2	6		panas	*****	4	3	spelling_panas.png	0.791375
ms-MY	15	2	7		makan	*****	4	3	spelling_makan.png	0.726666667
ms-MY	15	3	1		tulis	*****	4	3	spelling_tulis.png	0.879604167
ms-MY	15	3	2		bunga	*****	4	3	spelling_bunga.png	0.777868481
ms-MY	15	3	3		duduk	*****	4	3	spelling_duduk.png	1.277097506
ms-MY	15	3	4		pasir	*****	4	3	spelling_pasir.png	0.766258503
ms-MY	15	3	5		panas	*****	4	3	spelling_panas.png	0.791375
ms-MY	15	3	6		minum	*****	4	3	spelling_minum.png	0.82430839
ms-MY	15	3	7		jalan	*****	4	3	spelling_jalan.png	1.195827664
ms-MY	15	4	1		makan	*****	4	3	spelling_makan.png	0.726666667
ms-MY	15	4	2		pasir	*****	4	3	spelling_pasir.png	0.766258503
ms-MY	15	4	3		sabun	*****	4	3	spelling_sabun.png	1.022312925
ms-MY	15	4	4		tulis	*****	4	3	spelling_tulis.png	0.879604167
ms-MY	15	4	5		kasut	*****	4	3	spelling_kasut.png	1.265487528
ms-MY	15	4	6		hujan	*****	4	3	spelling_hujan.png	0.785083333
ms-MY	15	4	7		bunga	*****	4	3	spelling_bunga.png	0.777868481
ms-MY	15	5	1		sejuk	*****	4	3	spelling_sejuk.png	0.928798186
ms-MY	15	5	2		tidur	*****	4	3	spelling_tidur.png	0.5984375
ms-MY	15	5	3		makan	*****	4	3	spelling_makan.png	0.726666667
ms-MY	15	5	4		hujan	*****	4	3	spelling_hujan.png	0.785083333
ms-MY	15	5	5		sayur	*****	4	3	spelling_sayur.png	0
ms-MY	15	5	6		jalan	*****	4	3	spelling_jalan.png	1.195827664
ms-MY	15	5	7		pasir	*****	4	3	spelling_pasir.png	0.766258503
ms-MY	15	6	1		jalan	*****	4	3	spelling_jalan.png	1.195827664
ms-MY	15	6	2		tulis	*****	4	3	spelling_tulis.png	0.879604167
ms-MY	15	6	3		merah	*****	4	3	spelling_merah.png	0.894331066
ms-MY	15	6	4		panas	*****	4	3	spelling_panas.png	0.791375
ms-MY	15	6	5		minum	*****	4	3	spelling_minum.png	0.82430839
ms-MY	15	6	6		kawan	*****	4	3	spelling_kawan.png	0
ms-MY	15	6	7		sabun	*****	4	3	spelling_sabun.png	1.022312925
ms-MY	15	7	1		rumah	*****	4	3	spelling_rumah.png	0.99845805
ms-MY	15	7	2		pasir	*****	4	3	spelling_pasir.png	0.766258503
ms-MY	15	7	3		duduk	*****	4	3	spelling_duduk.png	1.277097506
ms-MY	15	7	4		putih	*****	4	3	spelling_putih.png	0.991632653
ms-MY	15	7	5		jalan	*****	4	3	spelling_jalan.png	1.195827664
ms-MY	15	7	6		panas	*****	4	3	spelling_panas.png	0.791375
ms-MY	15	7	7		sabun	*****	4	3	spelling_sabun.png	1.022312925
ms-MY	16	1	1		nombor	******	4	4	spelling_nombor.png	0.729916667
ms-MY	16	1	2		pensel	******	4	4	spelling_pensel.png	0.763560091
ms-MY	16	1	3		kerusi	******	4	4	spelling_kerusi.png	0.5639375
